epoch,loss
190,2.230605
191,2.228875
192,2.228875
193,2.228875
194,2.228875
195,2.228875
196,2.228875
197,2.228053
198,2.227447
199,2.225832
200,2.223990
201,2.223646
202,2.221110
203,2.221110
204,2.220439
205,2.220439
206,2.220439
207,2.220439
208,2.220439
209,2.220439
210,2.220439
211,2.219553
212,2.219241
213,2.219241
214,2.219072
215,2.219072
216,2.219072
217,2.218263
218,2.218263
219,2.217264
220,2.216991
221,2.216991
222,2.216991
223,2.216991
224,2.216398
225,2.216398
226,2.215721
227,2.213059
228,2.212169
229,2.212169
230,2.211792
231,2.211792
232,2.211792
233,2.209800
234,2.209800
235,2.209800
236,2.209170
237,2.206751
238,2.206751
239,2.206751
240,2.203315
241,2.200588
242,2.200588
243,2.200247
244,2.200247
245,2.198771
246,2.198771
247,2.198174
248,2.198174
249,2.197561
250,2.197561
251,2.197561
252,2.197561
253,2.196260
254,2.196260
255,2.196260
256,2.194432
257,2.194432
258,2.194432
259,2.194432
260,2.194432
261,2.194432
262,2.194175
263,2.191998
264,2.191998
265,2.191998
266,2.191665
267,2.191665
268,2.191514
269,2.191514
270,2.191514
271,2.191514
272,2.191048
273,2.191048
274,2.190961
275,2.190961
276,2.190961
277,2.189910
278,2.188198
279,2.187083
280,2.187083
281,2.186887
282,2.186887
283,2.186887
284,2.186679
285,2.184515
286,2.184103
287,2.184103
288,2.184103
289,2.183345
290,2.183345
291,2.183123
292,2.183123
293,2.183123
294,2.183123
295,2.181654
296,2.181654
297,2.181654
298,2.179091
299,2.179091
300,2.178418
301,2.177493
302,2.177493
303,2.176956
304,2.176956
305,2.175224
306,2.175192
307,2.174147
308,2.174147
309,2.174147
310,2.174147
311,2.174147
312,2.173816
313,2.173816
314,2.173816
315,2.173816
316,2.173595
317,2.171929
318,2.171500
319,2.171500
320,2.170467
321,2.170467
322,2.170419
323,2.170419
324,2.168633
325,2.168633
326,2.168633
327,2.166805
328,2.166805
329,2.163990
330,2.163224
331,2.163224
332,2.163224
333,2.163081
334,2.163081
335,2.163081
336,2.161746
337,2.160958
338,2.160958
339,2.160583
340,2.160583
341,2.160583
342,2.159857
343,2.159857
344,2.159857
345,2.159857
346,2.159857
347,2.159539
348,2.159539
349,2.159539
350,2.159539
351,2.159539
352,2.159539
353,2.158763
354,2.158763
355,2.157260
356,2.157260
357,2.157260
358,2.157260
359,2.156820
360,2.156191
361,2.156191
362,2.156191
363,2.156191
364,2.156191
365,2.156191
366,2.156191
367,2.156109
368,2.156109
369,2.156109
370,2.155827
371,2.155089
372,2.154358
373,2.153941
374,2.153941
375,2.153813
376,2.153813
377,2.153493
378,2.152944
379,2.152944
380,2.152452
381,2.151473
382,2.150188
383,2.150188
384,2.150188
385,2.149344
386,2.148520
387,2.147885
388,2.147885
389,2.147885
390,2.147704
391,2.146514
392,2.146514
393,2.145121
394,2.145121
395,2.143987
396,2.143282
397,2.140166
398,2.140166
399,2.140166
400,2.137573
401,2.136635
402,2.136635
403,2.135369
404,2.135369
405,2.135160
406,2.133423
407,2.133423
408,2.132971
409,2.132971
410,2.131320
411,2.130993
412,2.130993
413,2.130837
414,2.130837
415,2.130079
416,2.130039
417,2.127963
418,2.127634
419,2.127634
420,2.125846
421,2.125846
422,2.125846
423,2.125846
424,2.125846
425,2.123918
426,2.123918
427,2.123918
428,2.122675
429,2.121294
430,2.121156
431,2.120296
432,2.119784
433,2.119784
434,2.119784
435,2.119784
436,2.116307
437,2.116307
438,2.115252
439,2.115252
440,2.114520
441,2.114520
442,2.114520
443,2.113985
444,2.113985
445,2.113370
446,2.113370
447,2.112916
448,2.112916
449,2.112916
450,2.110024
451,2.110024
452,2.110024
453,2.109074
454,2.108838
455,2.108838
456,2.107990
457,2.107990
458,2.107961
459,2.107625
460,2.107511
461,2.107511
462,2.107511
463,2.106954
464,2.105673
465,2.105673
466,2.105673
467,2.104547
468,2.103884
469,2.103884
470,2.103884
471,2.103231
472,2.103231
473,2.103231
474,2.101954
475,2.101954
476,2.101369
477,2.099788
478,2.099788
479,2.099788
480,2.099788
481,2.097990
482,2.097990
483,2.097990
484,2.097990
485,2.097990
486,2.097990
487,2.097438
488,2.097438
489,2.097438
490,2.097438
491,2.097438
492,2.097438
493,2.097438
494,2.095184
495,2.095184
496,2.095184
497,2.095184
498,2.095184
499,2.095004
500,2.095004
501,2.095004
502,2.095004
503,2.095004
504,2.094873
505,2.094873
506,2.094873
507,2.094873
508,2.094873
509,2.094873
510,2.093874
511,2.093861
512,2.093861
513,2.093055
514,2.093055
515,2.093055
516,2.092448
517,2.092448
518,2.092438
519,2.092438
520,2.090512
521,2.090512
522,2.090409
523,2.090263
524,2.090263
525,2.089081
526,2.087089
527,2.086839
528,2.086500
529,2.086500
530,2.086500
531,2.086500
532,2.086500
533,2.086500
534,2.086297
535,2.086297
536,2.084787
537,2.084405
538,2.084405
539,2.084405
540,2.084405
541,2.083328
542,2.082607
543,2.082276
544,2.082276
545,2.082276
546,2.082154
547,2.082140
548,2.082140
549,2.082140
550,2.082140
551,2.082140
552,2.082140
553,2.082140
554,2.082140
555,2.082140
556,2.082140
557,2.081317
558,2.081317
559,2.080898
560,2.080898
561,2.080819
562,2.080819
563,2.080552
564,2.080552
565,2.080552
566,2.080552
567,2.080552
568,2.080552
569,2.080552
570,2.080552
571,2.080275
572,2.079348
573,2.078597
574,2.078597
575,2.078597
576,2.077757
577,2.077757
578,2.077757
579,2.077290
580,2.077290
581,2.077290
582,2.077290
583,2.077290
584,2.076431
585,2.075488
586,2.074169
587,2.074169
588,2.074169
589,2.073934
590,2.073231
591,2.071905
592,2.071905
593,2.071291
594,2.069659
595,2.069659
596,2.069659
597,2.069659
598,2.069659
599,2.069659
600,2.069301
601,2.068889
602,2.068889
603,2.068377
604,2.067333
605,2.067333
606,2.065943
607,2.065943
608,2.065822
609,2.064677
610,2.064222
611,2.064222
612,2.064131
613,2.063365
614,2.062562
615,2.062562
616,2.061736
617,2.061736
618,2.061736
619,2.060558
620,2.060558
621,2.059864
622,2.058023
623,2.058023
624,2.057682
625,2.057682
626,2.057066
627,2.056575
628,2.056569
629,2.056070
630,2.056070
631,2.056070
632,2.055904
633,2.055056
634,2.054905
635,2.054905
636,2.053637
637,2.053637
638,2.053637
639,2.052941
640,2.052941
641,2.052243
642,2.052243
643,2.052243
644,2.052243
645,2.050776
646,2.050776
647,2.050776
648,2.050776
649,2.050776
650,2.050454
651,2.050454
652,2.050454
653,2.049694
654,2.048506
655,2.048506
656,2.048040
657,2.047324
658,2.045476
659,2.045288
660,2.045288
661,2.045288
662,2.045288
663,2.045288
664,2.045258
665,2.045258
666,2.045002
667,2.045002
668,2.045002
669,2.045002
670,2.045002
671,2.044900
672,2.044653
673,2.044653
674,2.044653
675,2.044653
676,2.044653
677,2.044653
678,2.043920
679,2.043849
680,2.043118
681,2.042474
682,2.042474
683,2.042474
684,2.042474
685,2.042474
686,2.040964
687,2.040964
688,2.040964
689,2.040123
690,2.040123
691,2.040003
692,2.039547
693,2.039547
694,2.039547
695,2.039547
696,2.038529
697,2.037872
698,2.037872
699,2.037872
700,2.037117
701,2.036412
702,2.036412
703,2.035491
704,2.035265
705,2.035265
706,2.035265
707,2.035265
708,2.034583
709,2.034583
710,2.034583
711,2.034240
712,2.033970
713,2.033970
714,2.033941
715,2.033941
716,2.033686
717,2.033120
718,2.033120
719,2.033120
720,2.033066
721,2.033066
722,2.033066
723,2.032350
724,2.032350
725,2.029879
726,2.029395
727,2.029395
728,2.028273
729,2.028273
730,2.028273
731,2.028273
732,2.028273
733,2.026931
734,2.026931
735,2.026931
736,2.026931
737,2.026931
738,2.026931
739,2.026931
740,2.026647
741,2.026647
742,2.026647
743,2.026647
744,2.026647
745,2.026647
746,2.026647
747,2.026647
748,2.026647
749,2.026647
750,2.026219
751,2.026219
752,2.026219
753,2.026219
754,2.026219
755,2.025578
756,2.025578
757,2.025578
758,2.025057
759,2.025057
760,2.025057
761,2.025057
762,2.025057
763,2.025057
764,2.024599
765,2.024259
766,2.024259
767,2.023781
768,2.023219
769,2.022337
770,2.022337
771,2.022337
772,2.021685
773,2.021609
774,2.021609
775,2.021609
776,2.021609
777,2.021609
778,2.020120
779,2.020120
780,2.019465
781,2.018626
782,2.018626
783,2.018626
784,2.018590
785,2.017812
786,2.016569
787,2.016569
788,2.016449
789,2.015887
790,2.015294
791,2.015294
792,2.014576
793,2.014576
794,2.013728
795,2.013728
796,2.013728
797,2.013728
798,2.011772
799,2.010645
800,2.009524
801,2.008681
802,2.008047
803,2.007675
804,2.007675
805,2.006574
806,2.006207
807,2.006207
808,2.006207
809,2.005792
810,2.004810
811,2.004633
812,2.004089
813,2.004089
814,2.004089
815,2.003088
816,2.003088
817,2.002351
818,2.002351
819,2.002351
820,2.001721
821,2.001721
822,2.001721
823,2.001721
824,2.001514
825,2.000614
826,2.000614
827,2.000614
828,1.999992
829,1.999332
830,1.999332
831,1.998830
832,1.998830
833,1.998130
834,1.997444
835,1.997444
836,1.997444
837,1.997316
838,1.997316
839,1.997316
840,1.997194
841,1.996338
842,1.995323
843,1.995323
844,1.993557
845,1.993557
846,1.993557
847,1.993433
848,1.993433
849,1.993017
850,1.993017
851,1.992401
852,1.992283
853,1.992283
854,1.992283
855,1.991803
856,1.991681
857,1.991450
858,1.991450
859,1.991450
860,1.990988
861,1.990988
862,1.990137
863,1.989727
864,1.988930
865,1.988930
866,1.988600
867,1.988600
868,1.988593
869,1.988387
870,1.988213
871,1.988213
872,1.988213
873,1.987996
874,1.987696
875,1.987696
876,1.987696
877,1.987696
878,1.987427
879,1.986924
880,1.986797
881,1.986517
882,1.985667
883,1.985635
884,1.985635
885,1.985314
886,1.984163
887,1.984163
888,1.983816
889,1.983816
890,1.983816
891,1.983612
892,1.983612
893,1.983331
894,1.983331
895,1.982762
896,1.982262
897,1.982262
898,1.982262
899,1.982262
900,1.981816
901,1.981816
902,1.981167
903,1.980982
904,1.980528
905,1.979919
906,1.979919
907,1.979394
908,1.979394
909,1.979350
910,1.979350
911,1.978444
912,1.978444
913,1.978444
914,1.978385
915,1.978385
916,1.978385
917,1.978366
918,1.978366
919,1.978232
920,1.978232
921,1.978151
922,1.976828
923,1.976130
924,1.974826
925,1.974074
926,1.974074
927,1.973586
928,1.973175
929,1.973175
930,1.973079
931,1.973079
932,1.972920
933,1.972920
934,1.972920
935,1.972811
936,1.972811
937,1.971451
938,1.971036
939,1.970736
940,1.970736
941,1.970736
942,1.970736
943,1.970736
944,1.970736
945,1.970512
946,1.970512
947,1.970512
948,1.970512
949,1.969940
950,1.969940
951,1.969930
952,1.969569
953,1.969554
954,1.969554
955,1.969134
956,1.969134
957,1.968326
958,1.967965
959,1.967965
960,1.967965
961,1.967811
962,1.967638
963,1.967638
964,1.967408
965,1.967408
966,1.967141
967,1.967003
968,1.967003
969,1.966614
970,1.965471
971,1.964615
972,1.964576
973,1.964576
974,1.963647
975,1.963046
976,1.963046
977,1.963046
978,1.962860
979,1.962360
980,1.962360
981,1.961556
982,1.960965
983,1.960789
984,1.960789
985,1.960789
986,1.960218
987,1.960218
988,1.960218
989,1.960218
990,1.959637
991,1.959637
992,1.959110
993,1.959110
994,1.959110
995,1.959110
996,1.959110
997,1.959110
998,1.959110
999,1.959110
1000,1.959110
1001,1.959110
1002,1.959110
1003,1.959110
1004,1.959110
1005,1.958999
1006,1.958284
1007,1.958284
1008,1.958284
1009,1.958284
1010,1.957495
1011,1.957306
1012,1.956235
1013,1.956117
1014,1.956117
1015,1.956117
1016,1.956117
1017,1.955507
1018,1.955032
1019,1.954719
1020,1.954397
1021,1.954397
1022,1.954397
1023,1.954397
1024,1.954003
1025,1.954003
1026,1.954003
1027,1.953783
1028,1.953783
1029,1.953783
1030,1.953783
1031,1.953769
1032,1.953769
1033,1.953616
1034,1.952332
1035,1.952332
1036,1.952332
1037,1.952304
1038,1.951589
1039,1.951589
1040,1.951589
1041,1.951589
1042,1.951330
1043,1.950774
1044,1.950650
1045,1.950650
1046,1.949943
1047,1.949236
1048,1.949236
1049,1.949236
1050,1.949236
1051,1.949236
1052,1.948766
1053,1.948766
1054,1.948766
1055,1.948766
1056,1.948535
1057,1.947392
1058,1.947392
1059,1.947392
1060,1.946276
1061,1.945768
1062,1.945768
1063,1.945768
1064,1.944174
1065,1.944174
1066,1.944174
1067,1.944174
1068,1.944174
1069,1.944174
1070,1.943951
1071,1.943575
1072,1.943172
1073,1.942359
1074,1.941662
1075,1.941662
1076,1.941662
1077,1.940963
1078,1.940963
1079,1.940963
1080,1.940963
1081,1.940963
1082,1.940530
1083,1.940530
1084,1.940530
1085,1.940396
1086,1.940396
1087,1.940193
1088,1.940193
1089,1.939738
1090,1.939738
1091,1.939738
1092,1.939627
1093,1.939627
1094,1.938468
1095,1.938468
1096,1.938468
1097,1.938147
1098,1.938147
1099,1.938147
1100,1.937922
1101,1.937917
1102,1.937917
1103,1.937083
1104,1.937083
1105,1.936527
1106,1.936060
1107,1.935448
1108,1.935339
1109,1.935297
1110,1.935297
1111,1.935297
1112,1.934658
1113,1.934658
1114,1.934365
1115,1.934365
1116,1.934365
1117,1.934365
1118,1.934365
1119,1.934365
1120,1.934243
1121,1.934152
1122,1.933995
1123,1.933398
1124,1.933323
1125,1.932847
1126,1.932847
1127,1.932847
1128,1.932318
1129,1.932318
1130,1.932318
1131,1.932318
1132,1.932318
1133,1.931774
1134,1.931774
1135,1.931774
1136,1.931774
1137,1.931283
1138,1.931283
1139,1.931075
1140,1.930186
1141,1.930152
1142,1.930110
1143,1.930110
1144,1.930110
1145,1.930110
1146,1.930110
1147,1.930110
1148,1.929632
1149,1.929632
1150,1.929526
1151,1.928444
1152,1.928444
1153,1.928250
1154,1.928013
1155,1.927200
1156,1.926597
1157,1.926597
1158,1.926597
1159,1.926151
1160,1.925334
1161,1.925334
1162,1.924965
1163,1.924884
1164,1.924862
1165,1.924862
1166,1.924862
1167,1.924725
1168,1.924358
1169,1.924358
1170,1.923879
1171,1.923879
1172,1.923527
1173,1.923527
1174,1.923527
1175,1.921886
1176,1.921886
1177,1.921767
1178,1.921767
1179,1.921653
1180,1.920915
1181,1.920836
1182,1.920309
1183,1.919960
1184,1.919619
1185,1.919133
1186,1.919064
1187,1.919064
1188,1.919000
1189,1.919000
1190,1.918661
1191,1.918022
1192,1.917343
1193,1.917343
1194,1.917343
1195,1.917229
1196,1.917229
1197,1.917190
1198,1.916635
1199,1.916467
1200,1.916065
1201,1.916065
1202,1.916065
1203,1.915665
1204,1.915596
1205,1.915596
1206,1.915596
1207,1.915560
1208,1.915560
1209,1.915439
1210,1.915439
1211,1.915439
1212,1.914358
1213,1.914063
1214,1.914063
1215,1.913870
1216,1.913870
1217,1.913870
1218,1.913870
1219,1.913296
1220,1.913265
1221,1.912801
1222,1.912801
1223,1.912114
1224,1.912114
1225,1.911018
1226,1.911018
1227,1.911018
1228,1.910435
1229,1.910288
1230,1.909676
1231,1.909676
1232,1.909031
1233,1.908253
1234,1.908175
1235,1.907690
1236,1.907690
1237,1.906895
1238,1.906895
1239,1.906895
1240,1.906406
1241,1.906406
1242,1.906270
1243,1.906270
1244,1.906119
1245,1.905560
1246,1.905560
1247,1.905560
1248,1.905441
1249,1.905441
1250,1.905441
1251,1.905033
1252,1.904525
1253,1.904525
1254,1.903996
1255,1.903996
1256,1.903996
1257,1.903996
1258,1.903996
1259,1.903746
1260,1.903746
1261,1.903746
1262,1.903746
1263,1.903741
1264,1.903570
1265,1.902519
1266,1.902519
1267,1.902483
1268,1.902260
1269,1.902260
1270,1.902260
1271,1.901842
1272,1.901307
1273,1.901107
1274,1.900889
1275,1.900889
1276,1.900889
1277,1.900753
1278,1.900191
1279,1.899862
1280,1.899542
1281,1.899120
1282,1.898165
1283,1.898165
1284,1.897806
1285,1.896962
1286,1.896730
1287,1.896730
1288,1.896667
1289,1.896667
1290,1.896639
1291,1.896639
1292,1.896639
1293,1.896639
1294,1.896078
1295,1.895521
1296,1.895372
1297,1.894919
1298,1.894919
1299,1.894919
1300,1.894919
1301,1.894919
1302,1.894919
1303,1.894919
1304,1.894142
1305,1.894142
1306,1.894142
1307,1.894142
1308,1.894137
1309,1.894073
1310,1.894073
1311,1.894073
1312,1.893644
1313,1.893539
1314,1.893539
1315,1.893539
1316,1.893539
1317,1.892975
1318,1.892874
1319,1.892679
1320,1.892629
1321,1.892320
1322,1.891885
1323,1.891734
1324,1.891734
1325,1.891734
1326,1.891734
1327,1.891576
1328,1.891358
1329,1.891358
1330,1.891257
1331,1.891257
1332,1.891164
1333,1.891032
1334,1.890995
1335,1.890995
1336,1.890790
1337,1.890790
1338,1.890617
1339,1.890142
1340,1.890111
1341,1.890111
1342,1.890111
1343,1.890027
1344,1.890027
1345,1.889998
1346,1.889998
1347,1.889439
1348,1.889439
1349,1.889439
1350,1.889439
1351,1.889439
1352,1.889439
1353,1.889343
1354,1.889343
1355,1.889343
1356,1.889343
1357,1.889039
1358,1.889039
1359,1.889039
1360,1.889039
1361,1.888851
1362,1.888346
1363,1.888346
1364,1.888346
1365,1.888346
1366,1.888346
1367,1.888266
1368,1.888263
1369,1.888127
1370,1.887588
1371,1.887588
1372,1.886777
1373,1.886526
1374,1.886526
1375,1.886526
1376,1.886505
1377,1.886480
1378,1.885865
1379,1.885635
1380,1.885635
1381,1.885143
1382,1.885143
1383,1.885143
1384,1.884294
1385,1.883723
1386,1.883364
1387,1.883364
1388,1.883144
1389,1.883144
1390,1.883144
1391,1.883144
1392,1.883144
1393,1.882622
1394,1.882389
1395,1.882114
1396,1.882114
1397,1.881445
1398,1.881445
1399,1.881316
1400,1.881316
1401,1.881316
1402,1.881200
1403,1.881200
1404,1.881200
1405,1.880773
1406,1.880773
1407,1.880773
1408,1.880629
1409,1.880629
1410,1.880629
1411,1.880629
1412,1.880629
1413,1.880629
1414,1.880110
1415,1.880110
1416,1.879784
1417,1.879291
1418,1.879256
1419,1.878972
1420,1.878972
1421,1.878972
1422,1.877818
1423,1.877818
1424,1.877778
1425,1.877778
1426,1.877778
1427,1.877308
1428,1.877308
1429,1.877077
1430,1.877077
1431,1.877077
1432,1.877077
1433,1.877077
1434,1.877077
1435,1.876919
1436,1.876768
1437,1.876240
1438,1.875782
1439,1.874408
1440,1.873835
1441,1.873017
1442,1.873017
1443,1.872164
1444,1.871960
1445,1.871330
1446,1.871330
1447,1.871330
1448,1.870537
1449,1.870537
1450,1.870537
1451,1.870463
1452,1.869853
1453,1.869853
1454,1.869739
1455,1.869739
1456,1.869739
1457,1.869082
1458,1.869082
1459,1.869082
1460,1.869082
1461,1.869082
1462,1.868362
1463,1.868362
1464,1.868151
1465,1.867899
1466,1.867899
1467,1.867689
1468,1.867488
1469,1.867488
1470,1.867488
1471,1.867474
1472,1.867474
1473,1.866915
1474,1.866915
1475,1.866915
1476,1.866187
1477,1.866187
1478,1.866187
1479,1.866187
1480,1.866187
1481,1.865777
1482,1.865777
1483,1.865777
1484,1.865777
1485,1.865656
1486,1.865656
1487,1.865324
1488,1.865324
1489,1.865324
1490,1.865111
1491,1.865111
1492,1.865111
1493,1.865111
1494,1.864733
1495,1.864733
1496,1.864733
1497,1.864733
1498,1.864733
1499,1.864293
1500,1.864293
1501,1.864293
1502,1.864293
1503,1.864008
1504,1.863850
1505,1.863129
1506,1.863129
1507,1.863129
1508,1.863129
1509,1.862868
1510,1.862407
1511,1.861580
1512,1.861580
1513,1.861450
1514,1.861450
1515,1.861450
1516,1.861370
1517,1.861236
1518,1.860526
1519,1.860324
1520,1.860324
1521,1.860324
1522,1.858995
1523,1.858995
1524,1.858995
1525,1.858995
1526,1.858827
1527,1.858696
1528,1.858448
1529,1.858448
1530,1.858448
1531,1.858448
1532,1.858349
1533,1.858349
1534,1.858349
1535,1.857990
1536,1.857371
1537,1.857371
1538,1.857363
1539,1.856687
1540,1.856687
1541,1.856687
1542,1.856114
1543,1.855815
1544,1.855358
1545,1.854865
1546,1.854643
1547,1.854643
1548,1.854643
1549,1.854643
1550,1.854643
1551,1.854643
1552,1.854076
1553,1.854076
1554,1.854076
1555,1.854076
1556,1.854076
1557,1.854076
1558,1.854076
1559,1.853987
1560,1.853598
1561,1.853598
1562,1.853598
1563,1.853598
1564,1.853598
1565,1.853598
1566,1.853598
1567,1.853344
1568,1.853344
1569,1.853344
1570,1.853344
1571,1.853344
1572,1.852858
1573,1.852858
1574,1.852666
1575,1.852193
1576,1.852137
1577,1.852137
1578,1.851627
1579,1.851584
1580,1.851584
1581,1.851584
1582,1.851584
1583,1.850832
1584,1.850784
1585,1.850784
1586,1.850782
1587,1.850782
1588,1.850526
1589,1.850526
1590,1.850526
1591,1.850404
1592,1.849928
1593,1.849928
1594,1.849844
1595,1.849216
1596,1.848750
1597,1.848750
1598,1.848750
1599,1.848750
1600,1.848750
1601,1.848750
1602,1.848750
1603,1.848743
1604,1.847977
1605,1.847672
1606,1.847123
1607,1.847123
1608,1.846824
1609,1.846824
1610,1.846512
1611,1.845825
1612,1.845564
1613,1.845071
1614,1.845071
1615,1.845071
1616,1.845071
1617,1.844807
1618,1.844807
1619,1.844257
1620,1.844241
1621,1.843785
1622,1.843326
1623,1.843220
1624,1.842658
1625,1.842519
1626,1.841857
1627,1.841857
1628,1.841857
1629,1.841857
1630,1.841857
1631,1.841857
1632,1.841792
1633,1.841758
1634,1.840698
1635,1.840698
1636,1.840698
1637,1.840698
1638,1.839308
1639,1.839118
1640,1.838812
1641,1.838669
1642,1.838669
1643,1.838669
1644,1.838669
1645,1.838669
1646,1.838669
1647,1.838307
1648,1.837717
1649,1.837717
1650,1.837717
1651,1.837717
1652,1.837717
1653,1.837717
1654,1.836945
1655,1.836945
1656,1.836945
1657,1.836635
1658,1.836244
1659,1.835907
1660,1.835907
1661,1.835837
1662,1.835607
1663,1.834807
1664,1.834541
1665,1.834541
1666,1.834277
1667,1.834149
1668,1.834149
1669,1.834149
1670,1.833763
1671,1.833763
1672,1.833416
1673,1.833202
1674,1.833099
1675,1.832921
1676,1.832921
1677,1.832906
1678,1.832906
1679,1.832906
1680,1.832906
1681,1.832680
1682,1.832680
1683,1.832562
1684,1.832501
1685,1.832407
1686,1.832407
1687,1.832321
1688,1.832321
1689,1.832321
1690,1.832321
1691,1.832321
1692,1.832225
1693,1.831205
1694,1.831205
1695,1.831103
1696,1.831103
1697,1.831103
1698,1.830994
1699,1.830360
1700,1.830360
1701,1.830073
1702,1.830050
1703,1.829872
1704,1.829681
1705,1.829486
1706,1.829285
1707,1.829285
1708,1.829269
1709,1.829269
1710,1.828650
1711,1.828650
1712,1.828650
1713,1.828621
1714,1.828344
1715,1.828192
1716,1.828192
1717,1.828192
1718,1.828134
1719,1.828007
1720,1.828007
1721,1.827340
1722,1.827340
1723,1.827340
1724,1.827340
1725,1.827279
1726,1.827279
1727,1.827190
1728,1.827190
1729,1.827190
1730,1.827190
1731,1.827190
1732,1.826752
1733,1.826585
1734,1.826585
1735,1.826585
1736,1.826585
1737,1.826585
1738,1.826308
1739,1.826308
1740,1.826308
1741,1.825835
1742,1.825564
1743,1.825053
1744,1.824729
1745,1.824729
1746,1.824323
1747,1.824323
1748,1.823795
1749,1.823403
1750,1.822835
1751,1.822835
1752,1.822835
1753,1.822835
1754,1.822835
1755,1.822835
1756,1.822726
1757,1.822580
1758,1.822580
1759,1.822412
1760,1.822412
1761,1.822412
1762,1.822324
1763,1.822324
1764,1.822226
1765,1.822226
1766,1.821887
1767,1.821230
1768,1.821230
1769,1.821230
1770,1.820374
1771,1.820305
1772,1.820305
1773,1.820305
1774,1.819648
1775,1.819641
1776,1.819131
1777,1.819131
1778,1.818959
1779,1.818959
1780,1.818959
1781,1.818959
1782,1.818959
1783,1.818556
1784,1.818472
1785,1.818315
1786,1.818315
1787,1.818315
1788,1.818315
1789,1.818315
1790,1.818005
1791,1.818005
1792,1.818005
1793,1.817159
1794,1.817159
1795,1.816758
1796,1.816758
1797,1.816509
1798,1.816509
1799,1.816509
1800,1.816509
1801,1.816509
1802,1.816509
1803,1.816509
1804,1.816509
1805,1.816099
1806,1.816099
1807,1.816099
1808,1.816099
1809,1.815457
1810,1.815117
1811,1.815117
1812,1.814954
1813,1.814954
1814,1.814954
1815,1.814954
1816,1.814954
1817,1.814954
1818,1.814954
1819,1.814950
1820,1.814559
1821,1.814306
1822,1.814306
1823,1.814306
1824,1.814306
1825,1.814066
1826,1.814066
1827,1.814066
1828,1.813504
1829,1.813504
1830,1.813504
1831,1.813504
1832,1.813504
1833,1.813338
1834,1.813338
1835,1.813191
1836,1.813018
1837,1.813018
1838,1.812655
1839,1.812655
1840,1.812590
1841,1.812475
1842,1.812475
1843,1.812475
1844,1.812475
1845,1.812475
1846,1.812475
1847,1.812475
1848,1.812475
1849,1.812475
1850,1.812475
1851,1.812473
1852,1.812473
1853,1.812473
1854,1.812473
1855,1.812473
1856,1.812473
1857,1.812396
1858,1.811809
1859,1.811743
1860,1.810981
1861,1.810981
1862,1.810847
1863,1.810835
1864,1.810642
1865,1.810642
1866,1.810642
1867,1.810642
1868,1.810451
1869,1.810451
1870,1.810378
1871,1.810378
1872,1.810378
